DateTime,Light_lux,Temp_C,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Turbidity_FNU
3/29/2023 14:25,19215.36,17.034,0.48,0.455,7.72,10.4,122.9,0.44,7.6,1.98
3/29/2023 14:30,18293.76,17.04,0.52,0.454,7.7,10.36,122.2,0.44,7.59,1.83
3/29/2023 14:35,16926.72,17.097,0.53,0.453,7.73,10.39,123.2,0.43,7.56,2.06
3/29/2023 14:40,14673.92,17.019,0.42,0.452,7.62,10.63,121.9,0.41,7.67,2.04
3/29/2023 14:45,16588.8,17.039,0.52,0.451,7.55,10.7,122.1,0.42,7.71,1.74
3/29/2023 14:50,11356.16,17.084,0.41,0.451,7.53,10.68,122.3,0.43,7.71,1.72
3/29/2023 14:55,11146.24,17.128,0.42,0.451,7.58,10.54,122.1,0.41,7.71,1.69
3/29/2023 15:00,7045.12,17.242,0.34,0.45,7.47,10.49,121.9,0.38,7.68,1.69
3/29/2023 15:05,14018.56,17.26,0.38,0.449,7.48,10.47,121.9,0.4,7.69,1.73
3/29/2023 15:10,11965.44,17.233,0.36,0.449,7.5,10.53,121.9,0.36,7.7,2.11
3/29/2023 15:15,9633.28,17.174,0.39,0.448,7.47,10.65,122.1,0.39,7.73,1.79
3/29/2023 15:20,9589.76,17.092,0.39,0.449,7.37,10.77,123.3,0.39,7.76,1.83
3/29/2023 15:25,10792.96,17.023,0.34,0.448,7.23,10.79,124.5,0.38,7.75,1.58
3/29/2023 15:30,7162.88,17.056,0.38,0.447,7.44,10.94,122,0.41,7.86,1.68
3/29/2023 15:35,6466.56,17.065,0.39,0.446,7.5,10.99,121.4,0.41,7.92,1.76
3/29/2023 15:40,5542.4,17.07,0.42,0.446,7.48,10.95,121.8,0.41,7.89,2.01
3/29/2023 15:45,5511.68,16.95,0.37,0.445,7.44,11.26,123.6,0.38,7.95,1.97
3/29/2023 15:50,2517.12,16.921,0.36,0.444,7.48,11,122.2,0.37,7.87,1.82
3/29/2023 15:55,2991.36,16.858,0.47,0.444,7.43,11.17,123.1,0.39,7.89,2.01
3/29/2023 16:00,8806.4,16.841,0.34,0.443,7.5,11.18,123,0.4,7.9,1.97
3/29/2023 16:05,9886.72,16.692,0.36,0.444,7.54,11.92,124.9,0.42,8.15,1.93
3/29/2023 16:10,9615.36,16.82,0.41,0.443,7.54,11.46,123.8,0.41,8.09,1.83
3/29/2023 16:15,7129.6,16.462,0.39,0.444,7.55,12.7,127.7,0.39,8.37,1.68
3/29/2023 16:20,6179.84,16.928,0.42,0.444,7.53,11.1,123.5,0.43,7.96,1.91
3/29/2023 16:25,2416.64,17.056,0.4,0.444,7.52,10.8,122.9,0.4,7.82,1.45
3/29/2023 16:30,4160,17.206,0.43,0.443,7.34,10.67,123.2,0.41,7.8,1.41
3/29/2023 16:35,4762.88,16.962,0.51,0.442,7.45,11.09,124,0.4,7.93,1.67
3/29/2023 16:40,3289.6,17.124,0.47,0.443,7.37,10.54,123,0.41,7.75,1.58
3/29/2023 16:45,7234.56,17.048,0.4,0.442,7.44,10.59,123,0.39,7.75,1.47
3/29/2023 16:50,6727.68,16.999,0.45,0.442,7.42,10.28,123.6,0.42,7.65,1.52
3/29/2023 16:55,7536.64,17.085,0.58,0.442,7.34,10.48,123.7,0.46,7.7,1.36
3/29/2023 17:00,5376,17.235,0.39,0.442,7.21,10.58,124.2,0.38,7.75,1.35
3/29/2023 17:05,5949.44,17.394,0.36,0.442,6.98,10.83,125.7,0.39,7.81,0.99
3/29/2023 17:10,5163.52,17.515,0.41,0.442,6.96,10.9,126,0.37,7.86,0.98
3/29/2023 17:15,5941.76,17.586,0.42,0.441,6.93,11.05,126.2,0.37,7.92,1.11
3/29/2023 17:20,4053.76,17.622,0.3,0.442,6.91,11.12,126.3,0.37,7.97,1.02
3/29/2023 17:25,4604.16,17.619,0.34,0.442,6.92,11.12,126.3,0.39,7.98,0.96
3/29/2023 17:30,1864.96,17.619,0.48,0.442,6.91,11.21,126.2,0.38,8.02,1.11
3/29/2023 17:35,1754.88,17.588,0.38,0.443,6.99,11.19,126.1,0.36,8.01,1.11
3/29/2023 17:40,1713.28,17.564,0.36,0.444,6.98,11.2,126,0.38,8.01,1.12
3/29/2023 17:45,1637.12,17.518,0.39,0.443,6.98,11.21,126,0.34,8.02,1.01
3/29/2023 17:50,1522.56,17.422,0.34,0.443,7.12,11.39,126.4,0.37,8.04,1.39
3/29/2023 17:55,1529.6,17.208,0.38,0.443,7.16,11.77,126.2,0.39,8.2,1.46
3/29/2023 18:00,1468.8,17.21,0.35,0.444,7.21,11.79,125.7,0.39,8.23,1.36
3/29/2023 18:05,1411.2,17.248,0.36,0.444,7.16,11.65,125.6,0.38,8.2,1.34
3/29/2023 18:10,1346.56,17.258,0.36,0.443,7.11,11.48,125.8,0.39,8.12,1.22
3/29/2023 18:15,1272.96,17.244,0.35,0.443,7.11,11.51,125.7,0.37,8.13,1.31
3/29/2023 18:20,1197.12,17.224,0.36,0.443,7.11,11.48,125.6,0.35,8.12,1.28
3/29/2023 18:25,1111.36,17.201,0.43,0.443,7.09,11.46,125.9,0.39,8.1,1.69
3/29/2023 18:30,1017.6,17.182,0.43,0.443,7.09,11.49,126,0.38,8.1,1.89
3/29/2023 18:35,905.92,17.153,0.37,0.443,7.15,11.53,126,0.38,8.12,1.51
3/29/2023 18:40,797.44,17.133,0.37,0.443,7.19,11.55,125.4,0.39,8.14,1.73
3/29/2023 18:45,678.4,17.077,0.36,0.444,7.19,11.38,125.4,0.39,8.11,1.33
3/29/2023 18:50,545.12,17.058,0.38,0.444,7.2,11.49,125.1,0.38,8.12,1.5
3/29/2023 18:55,421.76,17.046,0.38,0.444,7.19,11.41,125.2,0.41,8.09,1.67
3/29/2023 19:00,297.44,17.014,0.37,0.444,7.18,11.34,125.6,0.42,8.04,1.82
3/29/2023 19:05,186,16.978,0.41,0.444,7.22,11.33,125.5,0.41,8.03,1.56
3/29/2023 19:10,103.12,16.944,0.46,0.444,7.23,11.3,125.7,0.38,8.03,1.69
3/29/2023 19:15,48.68,16.916,0.41,0.446,7.23,11.23,125.5,0.41,8.01,1.97
3/29/2023 19:20,18.04,16.879,0.4,0.446,7.22,11.21,125.9,0.38,7.99,2.56
3/29/2023 19:25,5.86,16.833,0.41,0.446,7.2,11.27,126.7,0.42,8,1.46
3/29/2023 19:30,1.41,16.768,0.44,0.446,7.19,11.3,127.1,0.4,7.99,1.73
3/29/2023 19:35,0.2,16.658,0.35,0.447,7.18,11.32,127.7,0.4,7.96,1.64
3/29/2023 19:40,0,16.64,0.38,0.447,7.16,11.3,127.7,0.39,7.95,1.58
3/29/2023 19:45,0,16.561,0.35,0.446,7.25,11.09,127.5,0.39,7.87,2.17
3/29/2023 19:50,0,16.474,0.48,0.446,7.18,11.19,129.3,0.43,7.83,2.13
3/29/2023 19:55,0,16.205,0.34,0.447,7.2,11.43,130.4,0.42,7.89,1.57
3/29/2023 20:00,0,16.257,0.36,0.447,7.2,11.12,129.2,0.44,7.85,1.73
3/29/2023 20:05,0,16.095,0.77,0.446,7.21,10.9,129.3,0.51,7.81,1.63
3/29/2023 20:10,0,16.138,0.47,0.445,7.03,10.79,128.6,0.5,7.73,5.54
3/29/2023 20:15,0,16.146,0.5,0.445,7.05,10.61,127.6,0.47,7.68,4.41
3/29/2023 20:20,0,16.042,0.43,0.446,7.11,11.33,131.3,0.48,7.83,3.07
3/29/2023 20:25,0,15.852,0.39,0.445,7.1,11.92,134.6,0.45,7.91,2.11
3/29/2023 20:30,0,15.815,0.37,0.445,7.2,12.04,134.3,0.46,7.96,1.89
3/29/2023 20:35,0,15.748,0.32,0.446,7.21,12.24,134.6,0.43,8.02,3.78
3/29/2023 20:40,0,15.658,0.35,0.446,7.24,12.47,135.6,0.49,8.09,1.52
3/29/2023 20:45,0,15.581,0.39,0.447,7.31,12.58,136.3,0.49,8.17,1.41
3/29/2023 20:50,0,15.536,0.38,0.447,7.41,13.01,134.9,0.49,8.4,1.41
3/29/2023 20:55,0,15.462,0.52,0.447,7.42,13.18,135.5,0.48,8.39,0.97
3/29/2023 21:00,0,15.409,0.45,0.448,8.08,14.47,129.6,0.49,8.82,1.75
3/29/2023 21:05,0,15.395,0.42,0.448,8.28,14.01,127.4,0.48,8.72,1.63
3/29/2023 21:10,0,15.348,0.57,0.448,8.19,13.73,127.2,0.51,8.63,1.56
3/29/2023 21:15,0,15.367,0.46,0.449,8.28,13.33,127.9,0.68,8.54,2.18
3/29/2023 21:20,0,15.377,0.49,0.449,8.27,13.22,125.9,0.51,8.45,1.68
3/29/2023 21:25,0,15.398,0.47,0.449,7.88,12.64,127.8,0.52,8.35,1.67
3/29/2023 21:30,0,15.401,0.56,0.451,7.83,12.45,128.8,0.51,8.26,1.95
3/29/2023 21:35,0,15.382,0.45,0.451,7.84,12.35,128.9,0.52,8.24,2.03
3/29/2023 21:40,0,15.363,0.71,0.451,7.8,12.35,129.4,0.6,8.22,2.01
3/29/2023 21:45,0,15.355,0.34,0.451,7.67,12.08,130.1,0.5,8.12,1.76
3/29/2023 21:50,0,15.341,0.38,0.451,7.79,12.05,127.6,0.51,8.14,1.64
3/29/2023 21:55,0,15.341,0.43,0.451,7.93,12.09,126.5,0.47,8.19,1.5
3/29/2023 22:00,0,15.325,0.44,0.451,7.92,12.17,127.1,0.51,8.21,1.57
3/29/2023 22:05,0,15.3,0.6,0.45,7.88,12.28,127.7,0.49,8.24,1.9
3/29/2023 22:10,0,15.25,0.55,0.45,7.85,12.03,128.8,0.53,8.13,1.59
3/29/2023 22:15,0,15.202,0.46,0.45,7.64,11.96,130.1,0.5,8.1,1.93
3/29/2023 22:20,0,15.145,0.43,0.45,7.64,11.39,129,0.53,7.97,1.88
3/29/2023 22:25,0,15.201,0.43,0.45,7.79,11.72,126,0.5,8.07,1.55
3/29/2023 22:30,0,15.201,0.48,0.45,7.8,11.65,125.8,0.52,8.07,1.82
3/29/2023 22:35,0,15.217,0.44,0.451,7.83,11.65,125.5,0.5,8.08,1.74
3/29/2023 22:40,0,15.19,0.46,0.45,7.84,11.58,125.3,0.51,8.06,1.69
3/29/2023 22:45,0,15.14,0.44,0.451,7.81,11.54,125.7,0.5,8.04,1.63
3/29/2023 22:50,0,15.145,0.53,0.45,7.81,11.46,125.5,0.54,8.03,2.43
3/29/2023 22:55,0,15.19,0.68,0.451,7.82,11.49,125.1,0.54,8.04,1.71
3/29/2023 23:00,0,15.14,0.55,0.452,7.79,11.48,125.2,0.54,8.03,1.66
3/29/2023 23:05,0,15.138,0.46,0.453,7.81,11.41,125.2,0.51,8.01,1.77
3/29/2023 23:10,0,15.11,0.43,0.453,7.78,11.31,125.2,0.5,7.97,1.69
3/29/2023 23:15,0,15.09,0.49,0.452,7.78,11.26,125.1,0.49,7.96,1.78
3/29/2023 23:20,0,15.063,0.44,0.451,7.77,11.18,124.8,0.51,7.95,1.8
3/29/2023 23:25,0,15.044,0.41,0.45,7.76,11.13,124.5,0.52,7.94,1.55
3/29/2023 23:30,0,14.996,0.41,0.451,7.76,11.1,124.1,0.55,7.93,1.72
3/29/2023 23:35,0,14.988,0.44,0.451,7.76,11.03,124.3,0.52,7.89,2.04
3/29/2023 23:40,0,14.959,0.45,0.451,7.78,10.97,124.3,0.52,7.89,1.83
3/29/2023 23:45,0,14.875,0.44,0.451,7.75,10.93,124,0.52,7.87,2.46
3/29/2023 23:50,0,14.877,0.52,0.452,7.78,10.88,124.4,0.56,7.85,1.93
3/29/2023 23:55,0,14.841,0.45,0.451,7.8,10.83,124.3,0.51,7.84,1.78
3/30/2023 0:00,0,14.84,0.49,0.451,7.78,10.91,124.3,0.56,7.85,2.03
3/30/2023 0:05,0,14.842,0.46,0.451,7.8,10.92,124.2,0.55,7.85,1.83
3/30/2023 0:10,0,14.816,0.44,0.452,7.8,10.88,124.2,0.56,7.84,2.36
3/30/2023 0:15,0,14.779,0.4,0.452,7.79,10.87,124.4,0.55,7.83,1.89
3/30/2023 0:20,0,14.749,0.46,0.452,7.79,10.86,124.5,0.55,7.82,1.85
3/30/2023 0:25,0,14.679,0.47,0.451,7.8,10.79,124.4,0.55,7.8,1.76
3/30/2023 0:30,0,14.672,0.53,0.452,7.8,10.75,124.6,0.57,7.78,2.01
3/30/2023 0:35,0,14.644,0.45,0.451,7.8,10.69,124.7,0.58,7.77,1.89
3/30/2023 0:40,0,14.658,0.45,0.451,7.79,10.71,124.3,0.54,7.77,1.81
3/30/2023 0:45,0,14.644,0.45,0.451,7.78,10.68,124.2,0.56,7.77,2.13
3/30/2023 0:50,0,14.555,0.44,0.453,7.79,10.68,123.9,0.54,7.77,1.78
3/30/2023 0:55,0,14.617,0.46,0.452,7.81,10.64,124.1,0.53,7.76,1.99
3/30/2023 1:00,0,14.593,0.47,0.451,7.79,10.57,123.8,0.55,7.74,2.1
3/30/2023 1:05,0,14.486,0.47,0.452,7.81,10.56,123.6,0.55,7.74,2.81
3/30/2023 1:10,0,14.48,0.45,0.452,7.8,10.58,123.9,0.58,7.73,1.85
3/30/2023 1:15,0,14.495,0.43,0.452,7.82,10.56,124.1,0.57,7.73,2.08
3/30/2023 1:20,0,14.502,0.44,0.451,7.83,10.56,124,0.55,7.73,2.13
3/30/2023 1:25,0,14.501,0.46,0.452,7.85,10.59,124,0.55,7.73,1.87
3/30/2023 1:30,0,14.486,0.45,0.452,7.84,10.56,124.1,0.56,7.72,1.99
3/30/2023 1:35,0,14.481,0.47,0.452,7.83,10.57,124.1,0.56,7.72,2.18
3/30/2023 1:40,0,14.43,0.49,0.452,7.86,10.55,124.3,0.59,7.72,2.19
3/30/2023 1:45,0,14.38,0.5,0.451,7.87,10.6,124.5,0.58,7.72,1.88
3/30/2023 1:50,0,14.387,0.43,0.451,7.88,10.61,124.3,0.58,7.73,2.08
3/30/2023 1:55,0,14.348,0.43,0.451,7.9,10.64,124.3,0.56,7.73,2
3/30/2023 2:00,0,14.353,0.45,0.452,7.91,10.61,124.3,0.58,7.73,1.96
3/30/2023 2:05,0,14.306,0.43,0.452,7.92,10.65,124.5,0.6,7.73,2.06
3/30/2023 2:10,0,14.304,0.4,0.451,7.92,10.63,124.6,0.56,7.73,1.8
3/30/2023 2:15,0,14.231,0.43,0.451,7.95,10.61,124.3,0.58,7.73,1.81
3/30/2023 2:20,0,14.253,0.39,0.451,7.96,10.73,124.5,0.57,7.76,1.71
3/30/2023 2:25,0,14.218,0.44,0.45,8,10.79,124,0.55,7.77,1.79
3/30/2023 2:30,0,14.276,0.45,0.451,7.97,10.79,124.4,0.55,7.78,1.67
3/30/2023 2:35,0,14.279,0.5,0.45,7.97,10.8,124.4,0.6,7.78,1.92
3/30/2023 2:40,0,14.208,0.44,0.451,7.95,10.78,124.3,0.58,7.77,2.13
3/30/2023 2:45,0,14.08,0.42,0.452,7.97,10.73,124.4,0.59,7.75,2.19
3/30/2023 2:50,0,14.174,0.46,0.453,7.97,10.66,124.6,0.6,7.74,1.97
3/30/2023 2:55,0,14.12,0.5,0.452,7.95,10.63,124.4,0.54,7.73,2.21
3/30/2023 3:00,0,14.053,0.47,0.453,7.94,10.6,124.2,0.56,7.72,2.01
3/30/2023 3:05,0,14.006,0.52,0.452,7.92,10.61,124.1,0.62,7.71,1.85
3/30/2023 3:10,0,13.998,0.46,0.453,7.93,10.51,123.4,0.58,7.71,1.87
3/30/2023 3:15,0,14.125,0.55,0.453,7.92,10.5,123.5,0.61,7.7,2.04
3/30/2023 3:20,0,14.156,0.47,0.453,7.9,10.47,123.2,0.57,7.71,2.09
3/30/2023 3:25,0,14.114,0.48,0.453,7.89,10.43,123.2,0.59,7.69,1.97
3/30/2023 3:30,0,14.021,0.51,0.453,7.9,10.39,123.3,0.55,7.68,2.01
3/30/2023 3:35,0,14.064,0.53,0.452,7.89,10.39,123.2,0.59,7.68,2.09
3/30/2023 3:40,0,14.024,0.49,0.454,7.9,10.36,123.2,0.6,7.67,2.3
3/30/2023 3:45,0,14.004,0.49,0.453,7.91,10.34,123.1,0.58,7.66,2.43
3/30/2023 3:50,0,13.966,0.51,0.455,7.91,10.35,123.3,0.59,7.65,2.2
3/30/2023 3:55,0,13.95,0.45,0.456,7.91,10.33,123.2,0.57,7.65,2.17
3/30/2023 4:00,0,13.913,0.49,0.456,7.92,10.29,123.1,0.59,7.65,2.31
3/30/2023 4:05,0,13.841,0.51,0.455,7.95,10.24,123,0.58,7.64,2.02
3/30/2023 4:10,0,13.915,0.46,0.456,7.97,10.31,123.1,0.56,7.64,2.1
3/30/2023 4:15,0,13.966,0.68,0.456,7.97,10.33,123,0.64,7.66,2.05
3/30/2023 4:20,0,13.968,0.55,0.457,7.96,10.34,122.9,0.61,7.66,2.32
3/30/2023 4:25,0,13.901,0.49,0.457,7.99,10.35,123,0.56,7.66,2.23
3/30/2023 4:30,0,13.9,0.49,0.457,7.99,10.34,123,0.59,7.65,2.05
3/30/2023 4:35,0,13.882,0.51,0.458,8,10.32,122.9,0.6,7.65,2.44
3/30/2023 4:40,0,13.717,0.5,0.458,7.89,10.17,123.1,0.6,7.61,4.52
3/30/2023 4:45,0,13.749,0.52,0.458,8.01,10.24,123,0.62,7.62,2.34
3/30/2023 4:50,0,13.785,0.53,0.458,7.99,10.25,123.1,0.6,7.63,2.13
3/30/2023 4:55,0,13.753,0.51,0.459,7.99,10.26,122.9,0.6,7.62,2.02
3/30/2023 5:00,0,13.781,0.49,0.458,8,10.26,123.2,0.62,7.63,2.02
3/30/2023 5:05,0,13.772,0.51,0.459,8,10.23,122.8,0.64,7.62,2.16
3/30/2023 5:10,0,13.782,0.53,0.46,7.99,10.22,122.9,0.58,7.62,2.02
3/30/2023 5:15,0,13.655,0.46,0.461,8.01,10.24,122.7,0.61,7.62,1.96
3/30/2023 5:20,0,13.712,0.52,0.461,8.02,10.24,122.8,0.62,7.62,1.94
3/30/2023 5:25,0,13.734,0.47,0.462,8.01,10.2,122.8,0.6,7.62,1.98
3/30/2023 5:30,0,13.694,0.61,0.463,8.02,10.23,122.8,0.61,7.61,2.54
3/30/2023 5:35,0,13.641,0.49,0.464,8.01,10.22,122.9,0.63,7.61,1.97
3/30/2023 5:40,0,13.663,0.53,0.463,8.02,10.2,122.8,0.63,7.61,1.94
3/30/2023 5:45,0,13.67,0.55,0.464,7.94,10.13,122.9,0.59,7.6,5.68
3/30/2023 5:50,0,13.561,0.56,0.464,7.94,10.11,122.9,0.66,7.59,2.74
3/30/2023 5:55,0,13.514,0.55,0.465,7.99,10.08,122.8,0.6,7.58,2.34
3/30/2023 6:00,0,13.569,0.5,0.465,8.03,10.11,122.9,0.64,7.59,2.24
3/30/2023 6:05,0,13.464,0.71,0.466,7.78,10.12,122.7,0.67,7.58,4.52
3/30/2023 6:10,0,13.455,0.55,0.465,7.94,10.15,122.7,0.61,7.58,3.33
3/30/2023 6:15,0.8,13.545,0.51,0.466,8.04,10.17,122.9,0.62,7.58,2.51
3/30/2023 6:20,3.23,13.517,0.49,0.466,8.04,10.17,122.9,0.6,7.6,2.35
3/30/2023 6:25,11.95,13.509,0.6,0.467,8.05,10.18,122.8,0.64,7.6,2.43
3/30/2023 6:30,34.48,13.432,0.5,0.467,8.04,10.17,122.9,0.65,7.59,2.37
3/30/2023 6:35,81.18,13.405,0.55,0.468,8.05,10.16,122.8,0.61,7.59,2.36
3/30/2023 6:40,157.6,13.361,0.6,0.469,8.05,10.15,122.9,0.64,7.58,2.64
3/30/2023 6:45,268.32,13.38,0.54,0.47,8.06,10.11,123,0.65,7.57,2.48
3/30/2023 6:50,406.4,13.379,0.59,0.469,8.06,10.09,123,0.62,7.57,2.44
3/30/2023 6:55,560.96,13.402,0.55,0.469,8.08,10.1,122.9,0.63,7.57,2.21
3/30/2023 7:00,722.56,13.371,0.55,0.47,8.08,10.14,123,0.63,7.58,2.2
3/30/2023 7:05,877.44,13.376,0.57,0.469,8.1,10.14,122.9,0.65,7.58,2.22
3/30/2023 7:10,1026.24,13.301,0.5,0.47,8.08,10.11,123,0.65,7.58,2.57
3/30/2023 7:15,1165.44,13.275,0.59,0.471,8.1,10.09,123,0.65,7.57,2.62
3/30/2023 7:20,1296.64,13.265,0.52,0.471,8.09,10.08,122.7,0.64,7.56,2.31
3/30/2023 7:25,1414.4,13.265,0.57,0.471,8.11,10.12,123,0.65,7.57,2.67
3/30/2023 7:30,1530.88,13.245,0.55,0.472,8.12,10.12,122.9,0.63,7.56,2.09
3/30/2023 7:35,1646.72,13.225,0.51,0.473,8.13,10.1,123,0.67,7.56,2.06
3/30/2023 7:40,1742.08,13.17,0.54,0.473,8.12,10.13,123.2,0.63,7.56,2.2
3/30/2023 7:45,1822.72,13.259,0.51,0.473,8.1,10.13,123.3,0.63,7.56,2.49
3/30/2023 7:50,1900.8,13.23,0.57,0.473,8.1,10.12,123.3,0.63,7.56,2.44
3/30/2023 7:55,1969.92,13.209,0.54,0.473,8.11,10.1,123.2,0.63,7.56,2.32
3/30/2023 8:00,2054.4,13.155,0.53,0.474,8.1,10.09,123.5,0.65,7.55,2.22
3/30/2023 8:05,2146.56,13.118,0.49,0.475,8.11,10.11,123.4,0.63,7.55,2.12
3/30/2023 8:10,2261.12,13.115,0.51,0.475,8.09,10.06,123.3,0.63,7.55,2.22
3/30/2023 8:15,2366.72,13.138,0.55,0.475,8.08,10.04,123,0.63,7.55,2.01
3/30/2023 8:20,2462.08,13.143,0.63,0.475,8.07,10.06,122.9,0.65,7.56,2.17
3/30/2023 8:25,2579.84,13.124,0.51,0.475,8.04,10.07,122.8,0.66,7.56,2.29
3/30/2023 8:30,2778.88,13.212,0.53,0.474,8.02,10.02,123,0.63,7.55,2.22
3/30/2023 8:35,4043.52,13.117,0.53,0.475,8.02,10.03,123.1,0.65,7.55,2.21
3/30/2023 8:40,11709.44,13.178,0.52,0.475,7.97,9.99,123,0.63,7.55,2.55
3/30/2023 8:45,13107.2,13.218,0.45,0.474,8,10.03,122.9,0.62,7.55,2.1
3/30/2023 8:50,13987.84,13.348,0.43,0.474,7.97,10.02,123,0.63,7.56,2.29
3/30/2023 8:55,15047.68,13.35,0.42,0.473,7.96,10.01,123,0.63,7.56,2.35
3/30/2023 9:00,15498.24,13.407,0.45,0.473,7.96,10.02,123,0.65,7.57,2.2
3/30/2023 9:05,16322.56,13.406,0.48,0.473,7.96,10,123,0.63,7.56,2.15
3/30/2023 9:10,17561.6,13.399,0.44,0.473,7.95,9.98,123.1,0.64,7.56,2.22
3/30/2023 9:15,19624.96,13.374,0.5,0.472,7.94,9.97,123.1,0.62,7.55,2.08
3/30/2023 9:20,15360,13.335,0.46,0.473,7.99,9.96,123.1,0.64,7.55,2.04
3/30/2023 9:25,18626.56,13.29,0.45,0.473,7.97,9.95,123.1,0.64,7.54,2.03
3/30/2023 9:30,19471.36,13.327,0.49,0.473,7.97,9.92,123.3,0.65,7.54,2.77
3/30/2023 9:35,19691.52,13.355,0.43,0.473,7.98,9.93,124.4,0.62,7.53,2.33
3/30/2023 9:40,20500.48,13.32,0.41,0.471,7.97,9.99,123.8,0.64,7.54,2.35
3/30/2023 9:45,20096,13.321,0.53,0.472,7.98,10,123.9,0.63,7.52,2
3/30/2023 9:50,21288.96,13.42,0.46,0.472,7.93,10.09,124.1,0.63,7.54,2.11
3/30/2023 9:55,21780.48,13.506,0.41,0.472,7.96,10.16,124,0.61,7.58,2.25
3/30/2023 10:00,22384.64,13.586,0.39,0.472,7.94,10.59,124.1,0.6,7.68,1.95
3/30/2023 10:05,21923.84,13.65,0.43,0.471,7.93,10.78,124.3,0.63,7.75,1.9
3/30/2023 10:10,23040,13.681,0.41,0.472,7.93,10.77,124.3,0.62,7.76,1.91
3/30/2023 10:15,22712.32,13.708,0.39,0.47,7.93,10.72,124.3,0.61,7.75,1.95
3/30/2023 10:20,23797.76,13.768,0.43,0.471,7.93,10.7,124.3,0.56,7.74,2.07
3/30/2023 10:25,23613.44,13.802,0.4,0.471,7.96,10.75,124.4,0.64,7.75,2.06
3/30/2023 10:30,23562.24,13.844,0.4,0.469,7.91,10.76,124.2,0.57,7.75,2.12
3/30/2023 10:35,24064,13.875,0.39,0.47,7.93,10.83,124.3,0.59,7.78,1.92
3/30/2023 10:40,25538.56,13.919,0.42,0.469,7.92,10.91,124.4,0.57,7.8,1.89
3/30/2023 10:45,24698.88,13.95,0.39,0.469,7.92,10.92,124.5,0.67,7.81,1.89
3/30/2023 10:50,24954.88,13.976,0.38,0.468,7.91,10.98,124.7,0.6,7.82,1.86
3/30/2023 10:55,25128.96,14.056,0.34,0.468,7.85,10.98,124.5,0.62,7.83,1.97
3/30/2023 11:00,26234.88,14.049,0.38,0.467,7.89,11.04,124.7,0.57,7.84,1.94
3/30/2023 11:05,26583.04,14.074,0.41,0.466,7.87,11.03,124.6,0.57,7.84,1.97
3/30/2023 11:10,25989.12,14.117,0.39,0.466,7.86,10.79,123.9,0.6,7.78,1.96
3/30/2023 11:15,25948.16,14.154,0.36,0.465,7.89,10.73,124.3,0.57,7.75,2.13
3/30/2023 11:20,25681.92,14.149,0.42,0.466,7.91,11.04,124.7,0.59,7.81,2.49
3/30/2023 11:25,25354.24,14.195,0.37,0.464,7.89,10.92,124.3,0.57,7.8,2.59
3/30/2023 11:30,26316.8,14.188,0.41,0.463,7.94,11.03,124.5,0.56,7.83,1.83
3/30/2023 11:35,26050.56,14.205,0.43,0.462,7.93,10.98,124.2,0.54,7.85,2.06
3/30/2023 11:40,25702.4,14.228,0.46,0.461,7.94,11.11,124.3,0.61,7.85,2.54
3/30/2023 11:45,25436.16,14.234,0.4,0.461,7.98,10.95,124,0.58,7.83,2.17
3/30/2023 11:50,25118.72,14.274,0.48,0.46,7.94,11.06,123.9,0.59,7.86,2.03
3/30/2023 11:55,25968.64,14.297,0.48,0.459,7.95,11.1,124,0.57,7.86,2.26
3/30/2023 12:00,21995.52,14.295,0.44,0.458,7.97,11.26,123.9,0.55,7.91,2.26
3/30/2023 12:05,23521.28,14.331,0.5,0.458,7.98,11.25,123.9,0.65,7.92,2.2
3/30/2023 12:10,24709.12,14.315,0.47,0.458,8.01,11.46,124.1,0.59,7.99,2.37
3/30/2023 12:15,25169.92,14.316,0.43,0.456,8.05,11.62,124.2,0.56,8.05,2.16
3/30/2023 12:20,26511.36,14.371,0.57,0.455,8.04,11.59,124.1,0.58,8.07,2.25
3/30/2023 12:25,25446.4,14.443,0.44,0.455,8.06,11.47,124.2,0.59,8.02,2.2
3/30/2023 12:30,26634.24,14.464,0.46,0.454,8.05,11.41,124,0.57,7.99,2.23
3/30/2023 12:35,25262.08,14.484,0.44,0.453,8.12,11.4,123.9,0.55,7.99,2.16
3/30/2023 12:40,24064,14.453,0.55,0.452,8.15,11.6,124.1,0.64,8.06,2.31
3/30/2023 12:45,23152.64,14.463,0.4,0.451,8.17,11.65,124.3,0.55,8.07,2.25
3/30/2023 12:50,22251.52,14.484,0.53,0.451,8.19,11.88,124.5,0.6,8.16,2.34
3/30/2023 12:55,19348.48,14.525,0.5,0.45,8.16,11.8,124.4,0.58,8.14,2.23
3/30/2023 13:00,21442.56,14.598,0.51,0.449,8.23,11.5,123,0.59,8.02,2.59
3/30/2023 13:05,18647.04,14.623,0.41,0.45,8.23,11.29,122.7,0.55,7.92,2.11
3/30/2023 13:10,16665.6,14.63,0.48,0.449,8.25,11.2,122.6,0.58,7.9,2.43
3/30/2023 13:15,13552.64,14.67,0.54,0.448,8.22,11.22,122.6,0.57,7.88,2.26
3/30/2023 13:20,14028.8,14.713,0.53,0.448,8.25,11.32,122.8,0.58,7.93,2.37
3/30/2023 13:25,17541.12,14.777,0.49,0.445,8.23,11.58,123.1,0.57,8.04,2.13
